"X","id","deleted","modelId","modelCheckpoint","score","imageSize","imageWidth","timestamp","xMax","xMin","yMax","yMin","chainIndex","chainLength","speciesName","videoTitle","fps","spatial_angle_smoothed","detection_score_original","detection_center_smoothed","height","class_number","index","is_tracker","spatial_angle","spatial_duration","segmentation","spatial_speed","species_id_orig","isMaxPath","spatial_angle_simple","detection_center_x","jobId","species_id","sliceTimestamp","duration","spatial_dist","detection_score_after_1st.seq.nms","trackerType","detection_center_y"
12,"OhG8Nuv","False","-jJDAxhkM",40000,0.9515,600,1920,82032.031,0.5728991826,0.3782096863,0.5687429923,0.2840684961,2,10,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,288.784262135896,0.9975760579,"[0.500972747252747, 0.46283501831501805]",1080,9,328,0,325.147281672554,200,"[]",0.222321389032562,9,"True","LEFT",0.4756,"XsmyxMC4ToX",9,22000,0.1046054363,0.044464277806512,0.9515,"siammask",0.4264
13,"Oh2sghl","False","-jJDAxhkM",40000,0.9664,600,1920,82032.031,0.9943243027,0.8922938665,0.9983332881,0.754345364,3,15,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,NA,0.6348731518,"[0.9433, 0.8763000000000001]",1080,9,329,0,NA,NA,"[]",NA,9,"True","",0.9433,"XsmyxMC4ToX",9,22000,0.1046054363,NA,0.9664,"siammask",0.8763
14,"yFkpx7P","False","-jJDAxhkM",40000,0.9515,600,1920,82232.031,0.562285169,0.3659561475,0.5299115216,0.2669509323,2,10,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,296.370753763764,0.9898794889,"[0.48253299761948304, 0.43061160959531203]",1080,9,332,0,330.219780543906,200,"[]",0.185632192524268,9,"True","LEFT",0.4641,"XsmyxMC4ToX",9,22200,0.1045925617,0.037126438504853,0.9515,"siammask",0.3984
15,"yuUDEx7r","False","-jJDAxhkM",40000,0.9664,600,1920,82232.031,0.9990619024,0.8160548528,0.9946121781,0.6990522031,3,15,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,309.567962088727,0.9401252866,"[0.92188, 0.8586]",1080,9,333,0,309.567962088727,200,"[]",0.138934013114139,9,"True","LEFT",0.9076,"XsmyxMC4ToX",9,22200,0.1045925617,0.027786802622827,0.9664,"siammask",0.8468
16,"tlVL7pR","False","-jJDAxhkM",40000,0.9515,600,1920,82432.031,0.5676799774,0.3742775281,0.4871385362,0.2275432022,2,10,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,305.264349941327,0.9874026775,"[0.47676623483634706, 0.39395412680247105]",1080,9,334,0,351.059798696353,200,"[]",0.185541545058266,9,"True","LEFT",0.471,"XsmyxMC4ToX",9,22400,0.105399847,0.037108309011653,0.9515,"siammask",0.3573
17,"tlbtOjpR","False","-jJDAxhkM",40000,0.9664,600,1920,82432.031,0.9990619024,0.712782987,0.9983332881,0.6688825254,3,15,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,300.107919404676,0.9854791164,"[0.8873190476190471, 0.8455047619047611]",1080,9,335,0,290.751833233637,200,"[]",0.184793444841086,9,"True","LEFT",0.8559,"XsmyxMC4ToX",9,22400,0.105399847,0.036958688968217,0.9664,"siammask",0.8336
18,"RoJ6jqot","False","-jJDAxhkM",40000,0.9515,600,1920,82632.031,0.5085838318,0.3808178584,0.417298098,0.1575980292,2,10,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,310.887083051671,0.596704185,"[0.460732933933006, 0.340676453691305]",1080,9,341,0,343.251438422422,200,"[]",0.278189557226603,9,"True","LEFT",0.4447,"XsmyxMC4ToX",9,22600,0.1056542397,0.05563791144532,0.9515,"siammask",0.2874
19,"2Md6X1t","False","-jJDAxhkM",40000,0.9664,600,1920,82632.031,0.9990619024,0.7166955948,0.9983332881,0.69882999,3,15,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,287.849270739163,0.9962236881,"[0.872436470588235, 0.847070588235294]",1080,9,340,0,263.993890645839,200,"[]",0.074823611108969,9,"True","LEFT",0.8579,"XsmyxMC4ToX",9,22600,0.1056542397,0.014964722221793,0.9664,"siammask",0.8486
20,"4Ur4-Mkc","False","-jJDAxhkM",40000,0.9515,600,1920,82832.031,0.5589531581,0.3727460543,0.3737594039,0.0259714621,2,10,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,268.49070325567,0.9917654395,"[0.46326647421500605, 0.270288025463128]",1080,9,343,0,2.06139744882489,200,"[]",0.352170046099671,9,"True","LEFT",0.4658,"XsmyxMC4ToX",9,22800,0.1038770676,0.070434009219934,0.9515,"siammask",0.1999
21,"XSrlMUc","False","-jJDAxhkM",40000,0.9664,600,1920,82832.031,0.9990619024,0.7176026026,0.9983332881,0.703729022,3,15,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,279.184219458485,0.9937612414,"[0.8653475073313781, 0.8490410557184751]",1080,9,342,0,254.466052311407,200,"[]",0.03678863348894,9,"True","LEFT",0.8583,"XsmyxMC4ToX",9,22800,0.1038770676,0.007357726697788,0.9664,"siammask",0.851
22,"2sA3jvWS","False","-jJDAxhkM",40000,0.9664,600,1920,83032.031,0.9990619024,0.7134981155,0.9983332881,0.7227428295,3,15,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,266.213436492425,0.9899373055,"[0.8608204395604391, 0.8547747252747251]",1080,9,345,0,218.29315822969,200,"[]",0.036527150581089,9,"True","LEFT",0.8563,"XsmyxMC4ToX",9,23000,0.10491395,0.007305430116217,0.9664,"siammask",0.8605
23,"0D8rkuDB","False","-jJDAxhkM",40000,0.9664,600,1920,83232.031,0.9990619024,0.6541631699,0.9983332881,0.6416532728,3,15,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,275.230116632755,0.9791194797,"[0.843707086614173, 0.8373841787218451]",1080,9,350,0,315.460286585997,200,"[]",0.121993643120384,9,"True","LEFT",0.8266,"XsmyxMC4ToX",9,23200,0.1043336391,0.024398728624076,0.9664,"siammask",0.82
24,"05tru5m","False","-jJDAxhkM",40000,0.9642,600,1920,83232.031,0.8632048925,0.7770886739,0.3999673631,0.2151103973,5,3,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,NA,0.9801105261,"[0.8201, 0.3075]",1080,9,351,0,NA,NA,"[]",NA,9,"True","",0.8201,"XsmyxMC4ToX",9,23200,0.1043336391,NA,0.9642,"siammask",0.3075
25,"KbQN0-H","False","-jJDAxhkM",40000,0.9664,600,1920,83432.031,0.9990619024,0.5838408788,0.9983332881,0.6076167919,3,15,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,279.806152021818,0.9955379963,"[0.817602348363469, 0.820191302357518]",1080,9,352,0,303.369353001157,200,"[]",0.156289183632198,9,"True","LEFT",0.7915,"XsmyxMC4ToX",9,23400,0.1064608097,0.031257836726439,0.9664,"siammask",0.803
26,"l-Zl0gTI","False","-jJDAxhkM",40000,0.9642,600,1920,83432.031,0.9004953384,0.7969053904,0.4293993632,0.2963299504,5,3,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,152.695159211256,0.9509093761,"[0.8372600000000001, 0.34074000000000004]",1080,9,353,0,152.695159211256,200,"[]",0.187040316509569,9,"True","DOWN",0.8487,"XsmyxMC4ToX",9,23400,0.1064608097,0.037408063301913,0.9642,"siammask",0.3629
27,"lJLllNx","False","-jJDAxhkM",40000,0.9664,600,1920,83632.031,0.9924519857,0.5411004384,0.9983332881,0.5838328609,3,15,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,282.765143412257,0.9968919158,"[0.792200883487256, 0.8056454847163571]",1080,9,356,0,299.797047118125,200,"[]",0.146357031664643,9,"True","LEFT",0.7668,"XsmyxMC4ToX",9,23600,0.1049571037,0.029271406332928,0.9664,"siammask",0.7911
28,"-oLl9-Jg","False","-jJDAxhkM",40000,0.9642,600,1920,83632.031,0.8704959234,0.7866472244,0.43558019,0.3189002143,5,3,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,173.140584160814,0.9616985321,"[0.8327238095238091, 0.359838095238095]",1080,9,357,0,193.361334110926,200,"[]",0.098147117349369,9,"True","DOWN",0.8286,"XsmyxMC4ToX",9,23600,0.1049571037,0.019629423469873,0.9642,"siammask",0.3772
29,"YN7YW6-","False","-jJDAxhkM",40000,0.9664,600,1920,83832.031,0.9373261134,0.4856965701,0.9983332881,0.5942581177,3,15,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,281.919553299516,0.9976923466,"[0.7518503262999781, 0.800972728989342]",1080,9,366,0,276.605656504107,200,"[]",0.203101090064047,9,"True","LEFT",0.7115,"XsmyxMC4ToX",9,23800,0.1076788902,0.040620218012809,0.9664,"siammask",0.7963
30,"t4-tO4N","False","-jJDAxhkM",40000,0.9664,600,1920,84032.031,0.9332383474,0.4724392891,0.9843098958,0.5922034935,3,15,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,282.251219302102,0.9981743097,"[0.727325145608221, 0.7946363599625491]",1080,9,367,0,284.486260774843,200,"[]",0.126652483237306,9,"True","LEFT",0.7028,"XsmyxMC4ToX",9,24000,0.1049995422,0.025330496647461,0.9664,"siammask",0.7883
31,"Hop0Z3O","False","-jJDAxhkM",40000,0.9664,600,1920,84232.031,0.9476573308,0.471600914,0.9750774242,0.5871024803,3,15,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,285.342139790244,0.9978179932,"[0.7184625712193591, 0.7878681787710291]",1080,9,371,0,307.368291027674,200,"[]",0.055756950562095,9,"True","LEFT",0.7096,"XsmyxMC4ToX",9,24200,0.1181948185,0.011151390112419,0.9664,"siammask",0.7811
32,"DemDxPG","False","-jJDAxhkM",40000,0.9664,600,1920,84432.031,0.948643748,0.4706234296,0.9624099166,0.5905543575,3,15,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,289.685860145651,0.997123301,"[0.714031285411585, 0.782184089131416]",1080,9,375,0,322.060212092705,200,"[]",0.036036498491576,9,"True","LEFT",0.7096,"XsmyxMC4ToX",9,24400,0.1052303314,0.007207299698315,0.9664,"siammask",0.7765
33,"j4KjC-T","False","-jJDAxhkM",40000,0.9664,600,1920,84632.031,0.8210906982,0.4800389608,0.9516415066,0.6080510457,3,15,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,287.676845242962,0.9965373278,"[0.682315642351342, 0.780992044552386]",1080,9,376,0,272.15247060586,200,"[]",0.158690184400542,9,"True","LEFT",0.6506,"XsmyxMC4ToX",9,24600,0.1058688164,0.031738036880108,0.9664,"siammask",0.7798
34,"BoDKZ3m","False","-jJDAxhkM",40000,0.9664,600,1920,84832.031,0.6675446828,0.4633653641,0.908742834,0.6153001008,3,15,"Acanthopagrus australis","AP2-NAT-FOR-C16_2021_0718_152454_014_13.MP4",5,286.734176657029,0.9965782762,"[0.6239078210124811, 0.7714960222496611]",1080,9,377,0,279.234427148665,200,"[]",0.295873623069299,9,"True","LEFT",0.5655,"XsmyxMC4ToX",9,24800,0.1042313576,0.059174724613859,0.9664,"siammask",0.762
